itot;pridtot;lon;lat;xtot;ytot;ztot;ttot;laftot;
 186;9;10.318714;63.289428;-233769;40696;144;-5.3;1;
 347;9;12.359224;56.100957;-164840;-765517;26;4.1;1;
 242;9;5.327578;60.291604;-531584;-261215;14;-0.6;1;
 347;9;12.408338;55.755582;-163334;-804288;28;4;1;
 347;9;11.938582;55.555945;-193984;-825331;42;2.4;1;
 307;9;12.17269;57.685181;-168692;-588086;116;3.3;1;
 268;9;13.028645;59.824642;-110329;-351569;139;-2.7;1;
 205;9;8.521408;62.673767;-330144;-19631;31;-0.7;1;
 347;9;12.586411;55.697838;-152360;-811190;5;3.5;1;
 257;9;26.252212;60.4107;615274;-234044;3;0.1;1;
 266;9;10.721708;59.909044;-238676;-335919;24;0.4;1;
 271;9;17.651833;59.850111;148277;-347366;13;-0.3;1;
 189;9;14.663815;63.173087;-16870;19291;351;-10.5;1;
 286;9;11.145097;58.772129;-222675;-463854;23;8.9;1;
 271;9;18.06692;59.497758;173341;-385533;25;-1.8;1;
 288;9;13.096748;58.99037;-109269;-444586;50;-2.5;1;
 186;9;10.16221;63.357454;-241001;48817;106;-0.4;1;
 265;9;9.040164;60.023415;-331076;-315773;835;-4.1;1;
 235;9;23.80648;61.49496;466025;-135411;102;-5.7;1;
 262;9;5.711415;58.962494;-531948;-410824;48;4.3;1;
 246;9;10.686081;60.774345;-234204;-239684;219;-1.6;1;
 266;9;10.44602;59.379499;-258204;-393695;44;-0.5;1;
 271;9;17.860016;59.401344;162133;-396802;25;-2;1;
 271;9;18.029261;59.331544;172087;-404130;40;0.6;1;
 258;9;26.766664;60.491633;641458;-220153;14;17.5;1;
 109;9;13.97573;67.142955;-44360;461446;15;-3.1;1;
 291;9;17.137043;58.671862;123867;-479651;8;-0.4;1;
 263;9;6.365936;59.60341;-485139;-345281;453;-0.4;1;
 231;9;17.056799;61.298872;109863;-187427;25;0;1;
 256;9;24.66632;60.135153;533859;-278485;4;-3.8;1;
 242;9;5.264547;60.316299;-534607;-257975;18;2.8;1;
 245;9;9.563255;60.822142;-294583;-229764;261;-0.6;1;
 271;9;18.006289;59.25455;171183;-412761;33;-1;1;
 204;9;6.374758;62.695713;-438635;-4374;9;0.8;1;
 244;9;8.256449;60.556086;-368255;-252505;806;-3;1;
 282;9;5.735649;58.736203;-534192;-435989;132;3.3;1;
 326;9;10.385723;56.4338;-285191;-721415;13;3.4;1;
 347;9;12.165414;55.768156;-178573;-802235;21;3;1;
 330;9;16.289741;56.753494;79060;-695101;11;1.6;1;
 368;9;13.36479;55.345214;-104242;-852246;5;3.5;1;
 158;9;29.428199;64.1708;693292;208302;170;-12.1;1;
 266;9;10.640876;59.664559;-245023;-362780;79;-0.8;1;
 266;9;10.838392;59.202207;-237267;-414915;40;-0.2;1;
 256;9;24.746557;60.172855;537623;-273667;10;-3.6;1;
 186;9;9.863831;63.304547;-256304;44106;117;-6.2;1;
 186;9;10.379342;63.382954;-230000;50850;63;-4.6;1;
 245;9;9.569134;60.212487;-299989;-297402;671;-3.7;1;
 204;9;6.817048;61.854873;-428134;-100063;25;2.5;1;
 344;9;8.481053;55.483032;-413342;-817152;24;4.5;1;
 226;9;10.693677;61.153173;-230971;-197656;844;-2.3;1;
 266;9;10.63315;59.82525;-244242;-344896;121;-0.4;1;
 347;9;12.44245;55.667061;-161580;-814284;20;3.7;1;
 347;9;12.471801;55.675503;-159690;-813412;12;2.6;1;
 290;9;16.032004;59.01229;59216;-443285;59;-2.7;1;
 256;9;25.06522;60.350228;551981;-251456;49;-3.3;1;
 271;9;18.056023;59.455341;172951;-390282;27;1.4;1;
 238;9;27.217287;60.586107;663747;-205247;3;-3.7;1;
 251;9;17.04758;60.654088;111654;-259147;31;-3.4;1;
 345;9;9.838621;56.346115;-319723;-728625;88;4.6;1;
 188;9;12.42313;63.253739;-128919;30798;599;-14;1;
 243;9;6.486137;60.679985;-462602;-227374;106;2.1;1;
 223;9;5.904505;61.46511;-481687;-136569;121;1.8;1;
 286;9;10.037658;59.063232;-284031;-427118;79;0.1;1;
 324;9;8.50783;56.926945;-395361;-656527;35;6.4;1;
 266;9;10.671644;59.926961;-241330;-333741;20;1.7;1;
 245;9;8.356784;60.762089;-360431;-230272;1158;-6.9;1;
 249;9;15.012134;60.917591;656;-231603;261;-5.5;1;
 284;9;7.968164;58.278416;-411630;-503061;48;0.7;1;
 266;9;10.588024;59.553284;-248839;-374942;45;-0.5;1;
 256;9;24.921891;60.230763;546227;-265818;17;-4.9;1;
 155;9;25.339739;65.110348;482141;273560;5;-10.3;1;
 271;9;18.03025;59.330523;172148;-404241;35;-1;1;
 245;9;8.814146;60.536884;-338104;-257694;163;-3.6;1;
 256;9;24.476638;60.217543;522113;-270972;58;-4.9;1;
 368;9;12.958207;55.497709;-129611;-834418;3;1.8;1;
 268;9;13.308713;59.495468;-95623;-388665;93;-2.2;1;
 266;9;10.43954;59.277699;-259375;-404983;46;0;1;
 347;9;12.413627;55.840119;-162621;-794840;54;3.5;1;
 265;9;9.672478;59.642389;-299547;-361142;232;0;1;
 153;9;21.491885;65.283655;301564;269235;12;-7.5;1;
 262;9;5.71053;58.977712;-531754;-409138;53;5.3;1;
 325;9;10.046395;56.461994;-305881;-716710;7;23.9;1;
 184;9;7.64978;63.072315;-369325;29172;36;1.3;1;
 345;9;9.530405;55.734207;-344592;-795311;35;4.8;1;
 227;9;12.114152;61.544262;-152896;-158457;830;-8.1;1;
 218;9;28.510259;62.173778;696172;-18472;81;-3.4;1;
 345;9;10.194493;56.156563;-299305;-751488;6;3.9;1;
 307;9;12.612543;58.218855;-140250;-529630;78;1.5;1;
 242;9;5.349532;60.3054;-530157;-259878;62;2.3;1;
 348;9;13.004522;55.600541;-126314;-822992;9;3.9;1;
 266;9;10.382544;59.247534;-262852;-408104;5;0.6;1;
 216;9;25.651565;62.383092;546562;-23228;129;-7.7;1;
 245;9;9.01947;60.682386;-325410;-242633;222;-0.8;1;
 305;9;9.97052;57.53556;-301181;-596718;66;5.3;1;
 266;9;10.630979;59.950921;-243413;-330926;134;-1.3;1;
 345;9;10.2266;56.1883;-297046;-748095;36;9;1;
 206;9;9.66912;62.595396;-272528;-33687;527;-8.6;1;
 282;9;5.634239;58.66608;-541133;-442877;34;3.8;1;
 226;9;10.484778;61.08596;-242682;-204347;325;-2.6;1;
 227;9;11.324353;61.700232;-193708;-139002;901;-6.3;1;
 256;9;24.600914;60.753964;520029;-210917;126;-5.9;1;
 216;9;25.793132;62.263341;555983;-35146;178;-9.2;1;
 266;9;10.550043;59.919112;-248160;-334150;82;-1.5;1;
 326;9;10.870479;56.420829;-255367;-724900;20;2.7;1;
 204;9;7.12591;62.736656;-400080;-4757;29;2.4;1;
 286;9;11.302668;58.428741;-215784;-502616;35;0.5;1;
 262;9;5.719518;59.530141;-522391;-348299;38;3.1;1;
 266;9;10.916572;59.931989;-227658;-334076;167;-1.9;1;
 242;9;5.075006;60.271105;-545707;-261355;49;4.7;1;
 282;9;5.714403;58.852712;-533539;-422959;41;24.4;1;
 365;9;10.345297;55.394365;-296104;-837339;3;3;1;
 347;9;11.730438;55.662216;-206556;-812788;32;3.7;1;
 347;9;12.495294;56.281063;-155566;-745712;5;2.2;1;
 185;9;8.682458;62.966413;-318772;11937;78;-5.6;1;
 330;9;16.474908;56.609252;90779;-710984;32;2.2;1;
 291;9;17.817728;59.188501;160776;-420600;32;-1.3;1;
 223;9;6.507716;61.735959;-445967;-111075;150;1.9;1;
 272;9;18.139023;59.357117;178178;-400986;42;-1.6;1;
 245;9;8.698533;60.478415;-345039;-263557;956;-4.4;1;
 271;9;17.281499;59.26521;129891;-413271;35;-1.4;1;
 224;9;8.002616;61.565355;-369868;-139398;1420;17.1;1;
 147;9;11.997203;65.702377;-137498;303816;23;-1.3;1;
 186;9;10.425482;63.42548;-227371;55402;109;3;1;
 266;9;10.812439;59.759229;-234707;-352900;72;-0.4;1;
 268;9;13.498634;59.36827;-85218;-403098;54;-2.6;1;
 254;9;22.240089;60.462775;396426;-259876;10;-4.2;1;
 266;9;10.679194;59.775396;-242043;-350609;92;-0.8;1;
 186;9;10.750249;63.423015;-211271;54021;188;-4.4;1;
 226;9;10.515227;61.103351;-240914;-202531;520;-3.7;1;
 271;9;17.806603;59.470505;158771;-389238;40;-2.6;1;
 70;9;16.194143;68.864794;48147;653790;8;-3.4;1;
 256;9;24.677107;60.192256;533497;-272110;30;-1.5;1;
 282;9;5.675645;58.879748;-535315;-419654;36;4.8;1;
 327;9;12.248835;57.095371;-166969;-654105;22;2.2;1;
 225;9;8.219465;61.178611;-362977;-183408;1101;-5.8;1;
 262;9;5.606248;58.95634;-538028;-410628;4;4.5;1;
 156;9;25.499551;64.981461;491858;260617;20;-12.4;1;
 347;9;12.853955;56.420179;-132779;-730960;30;2.8;1;
 266;9;10.976255;59.934851;-224315;-333967;165;-2.2;1;
 226;9;10.483965;61.243116;-241499;-186903;715;-6.6;1;
 266;9;10.888811;60.052582;-228345;-320577;140;-1.8;1;
 266;9;11.185746;59.844754;-213245;-344694;101;-4.1;1;
 266;9;10.780308;59.938219;-235198;-332893;100;-2.1;1;
 285;9;9.726908;59.010245;-302262;-431588;52;1.1;1;
 347;9;12.172259;55.831494;-177830;-795166;32;2.8;1;
 347;9;12.474737;55.790975;-158996;-800493;30;3.2;1;
 271;9;17.0651;59.61136;116337;-375145;18;-1.3;1;
 204;9;7.704835;62.556391;-373065;-28143;40;-2.4;1;
 71;9;19.449636;69.392996;175186;718506;13;-3.6;1;
 290;9;15.747355;58.709941;43276;-477213;65;-3.2;1;
 242;9;4.870545;60.532919;-552285;-230821;33;2.6;1;
 368;9;13.240185;55.453845;-111850;-839862;56;2.6;1;
 272;9;18.492776;59.520107;197253;-381820;25;-1.1;1;
 347;9;12.576714;55.713706;-152905;-809390;7;5.2;1;
 266;9;10.64041;59.833411;-243775;-344017;141;-1.6;1;
 203;9;5.717263;62.293272;-478285;-44005;23;-0.8;1;
 128;9;13.51201;66.32053;-66561;370209;25;-8.1;1;
 186;9;10.463451;63.450193;-225293;58010;8;-2.9;1;
 289;9;15.293805;59.230856;16748;-419365;53;-3.3;1;
 204;9;7.359696;62.335161;-393550;-50521;139;-0.5;1;
 347;9;12.054241;55.849002;-185157;-792874;13;4.6;1;
 237;9;25.771634;60.996351;578382;-174284;111;-3.1;1;
 266;9;10.692145;59.48324;-243497;-383126;37;0.3;1;
 266;9;10.469509;59.869976;-253029;-339295;80;-0.5;1;
 346;9;11.083176;55.688426;-247222;-807572;40;5.4;1;
 187;9;11.481667;63.785044;-172748;92023;1;-5.4;1;
 345;9;10.188353;56.167307;-299597;-750261;50;9.5;1;
 266;9;10.336326;59.742283;-261485;-352946;146;-1.3;1;
 266;9;10.630045;59.897324;-243870;-336877;10;13.3;1;
 309;9;14.339342;58.043714;-39019;-551575;129;0.4;1;
 242;9;5.434681;60.457848;-522999;-243795;75;2.8;1;
 194;9;21.689963;63.091655;336052;27688;10;-5.9;1;
 204;9;7.143165;62.740137;-399160;-4480;70;-0.1;1;
 256;9;25.078469;60.36745;552402;-249449;14;5.4;1;
 307;9;11.929706;57.433816;-184519;-615459;12;2.4;1;
 218;9;27.842202;62.337949;658597;-7635;84;-9.1;1;
 192;9;18.664371;63.266837;183193;34892;49;-9.8;1;
 253;9;19.928479;60.128471;273011;-308963;55;-4;1;
 186;9;10.490694;63.424767;-224140;55094;35;11.2;1;
 307;9;12.0097;57.698146;-178343;-586200;29;3.7;1;
 153;9;20.910715;64.758917;280006;208492;16;-10;1;
 345;9;10.218076;56.233445;-297200;-743016;39;3.5;1;
 286;9;10.081849;59.049631;-281622;-428824;20;-0.1;1;
 203;9;5.082189;61.930368;-516955;-79000;42;1.1;1;
 207;9;11.552958;62.573901;-176467;-42650;783;-6;1;
 270;9;15.828186;59.992208;46116;-334304;103;-3.1;1;
 307;9;12.10907;58.181161;-169998;-532617;74;2;1;
 286;9;10.085577;59.049938;-281406;-428806;47;0.5;1;
 266;9;10.525221;59.90748;-249632;-335346;95;-0.8;1;
 256;9;24.94519;60.191957;548165;-269889;18;-1.4;1;
 266;9;10.844367;59.886325;-232006;-338892;165;-1.9;1;
 211;9;17.365504;62.276618;122345;-78188;55;-6.1;1;
 203;9;5.155119;61.743294;-516357;-100147;26;1.5;1;
 51;9;18.936998;69.639055;153344;744693;5;-4.2;1;
 270;9;16.041454;59.496419;58885;-389340;13;-1.3;1;
 88;9;12.688058;67.659867;-98038;520514;12;-2.3;1;
 271;9;18.072989;59.316347;174650;-405704;43;0.8;1;
 266;9;10.46944;59.95771;-252345;-329549;206;-1.3;1;
 266;9;10.719042;59.91857;-238754;-334850;35;1.6;1;
 366;9;10.76471;55.30664;-270112;-848998;21;2.6;1;
 244;9;8.343142;60.591829;-363127;-249041;538;-1.6;1;
 266;9;9.973935;59.932685;-280108;-330277;78;0.3;1;
 289;9;15.194281;59.138449;11106;-429684;61;-3;1;
 263;9;6.121296;59.722406;-496975;-330282;82;2.8;1;
 186;9;10.394151;63.359743;-229448;48223;148;-5;1;
 292;9;18.144832;59.192404;179405;-419300;35;-0.3;1;
 267;9;11.334627;60.026542;-203777;-324969;166;-2.3;1;
 344;9;8.970814;56.109287;-375816;-750338;42;4.3;1;
 117;9;29.12389;66.336159;626403;440250;251;-11.5;1;
 347;9;12.345177;55.986482;-166245;-778287;10;3.4;1;
 226;9;10.128809;61.539665;-257960;-152624;307;-3.7;1;
 347;9;12.577157;55.69091;-152973;-811943;8;4.7;1;
 347;9;12.498507;55.670198;-158027;-814072;12;3.8;1;
 185;9;7.794521;63.379706;-358261;62315;3;1.7;1;
 329;9;14.790227;56.874185;-12816;-682379;166;1.4;1;
 242;9;5.370858;60.34373;-528357;-255834;244;2.5;1;
 327;9;12.734664;56.665859;-139189;-703242;13;1.8;1;
 308;9;13.429876;57.779119;-93447;-580167;280;1.5;1;
 271;9;17.864181;59.234444;163197;-415368;9;-1.2;1;
 34;9;24.507671;70.42475;356223;854474;63;-3.4;1;
 345;9;10.184333;56.11562;-300280;-756012;62;5.4;1;
 227;9;11.357592;61.128306;-195560;-202619;266;-2.8;1;
 265;9;9.425314;59.795613;-311932;-342963;556;-1.7;1;
 243;9;6.414785;60.631249;-467178;-232234;126;2.6;1;
 283;9;6.58725;58.10185;-494612;-512888;11;4.7;1;
 366;9;10.627723;55.062807;-280693;-875698;25;2.6;1;
 266;9;10.452088;59.836175;-254266;-342980;102;-1.4;1;
 345;9;10.004107;56.018095;-312343;-766040;97;3.6;1;
 324;9;8.871333;56.760051;-375069;-677274;0;3.7;1;
 288;9;13.442497;58.370703;-91097;-514192;116;0.7;1;
 266;9;11.0377;59.92999;-220927;-334720;268;-0.6;1;
 368;9;13.145382;55.391124;-118077;-846721;14;3;1;
 347;9;12.543929;55.854898;-154369;-793507;12;6.6;1;
 330;9;16.490823;57.300594;89967;-633704;16;0.8;1;
 242;9;5.342854;60.372539;-529403;-252433;23;2.7;1;
 266;9;10.33153;59.175427;-266334;-415908;13;1.8;1;
 271;9;17.959988;59.303497;168298;-407435;35;-0.4;1;
 325;9;9.511658;56.793229;-335666;-677118;34;4.2;1;
 207;9;11.564297;62.604442;-175706;-39289;741;-3.7;1;
 217;9;26.685424;62.054033;605666;-50009;104;-9.9;1;
 290;9;16.332319;58.47847;77679;-502471;8;-1.6;1;
 262;9;5.297955;59.324351;-549390;-367462;10;7.3;1;
 203;9;6.328172;62.469995;-444364;-28927;57;2.6;1;
 246;9;10.457558;60.665549;-247445;-250906;547;-5.2;1;
 234;9;22.162057;61.318668;381586;-165710;33;-3.4;1;
 347;9;11.686033;55.832474;-208377;-793596;29;3.5;1;
 266;9;10.901971;60.019677;-227849;-324280;183;-2.1;1;
 155;9;24.569684;64.820675;451288;236126;1;-11.7;1;
 272;9;18.393689;59.324498;192812;-403881;17;-1.8;1;
 292;9;18.18483;59.190103;181697;-419444;50;-0.3;1;
 347;9;12.269433;55.646748;-172601;-816109;32;2.8;1;
 226;9;10.465826;61.118031;-243448;-200716;211;13.2;1;
 266;9;10.692129;59.926791;-240191;-333837;34;-0.5;1;
 246;9;10.855995;60.709165;-225459;-247529;208;-0.9;1;
 347;9;12.212603;56.089629;-174042;-766398;34;2.8;1;
 266;9;10.805085;59.669422;-235771;-362854;133;-0.9;1;
 347;9;12.460133;55.845065;-159676;-794403;56;3.9;1;
 304;9;7.987448;58.10838;-412570;-522042;17;2.6;1;
 266;9;10.793841;59.869096;-234948;-340623;124;-0.7;1;
 266;9;10.484622;59.955528;-251518;-329851;153;-1.1;1;
 242;9;5.363733;60.33625;-528870;-256599;91;2.7;1;
 226;9;10.196811;61.459845;-255028;-161749;311;19;1;
 266;9;10.738456;59.912912;-237714;-335551;7;23.7;1;
 271;9;18.074382;59.525041;173618;-382477;40;-2.7;1;
 347;9;12.59479;55.640356;-152072;-817646;8;2.7;1;
 307;9;11.957465;58.083866;-179420;-543050;62;2.9;1;
 224;9;7.240868;60.889948;-418991;-209370;25;4;1;
 109;9;14.246335;67.089496;-32711;455324;3;-4.9;1;
 271;9;17.863415;59.421239;162227;-394579;70;-2.5;1;
 256;9;24.723147;60.159286;536569;-275356;9;-4.1;1;
 286;9;10.088045;59.040526;-281345;-429863;29;0.8;1;
 271;9;18.104131;59.345946;176259;-402325;42;-1.6;1;
 330;9;16.468738;57.244971;88776;-639947;10;1;1;
 347;9;12.47879;55.822741;-158602;-796947;53;2.6;1;
 71;9;18.612257;69.130434;143906;687099;2;2.3;1;
 271;9;17.141356;60.146494;118647;-315448;60;-3;1;
 235;9;23.504077;61.467452;450521;-140598;92;-6.5;1;
 307;9;11.860186;58.022773;-185484;-549583;24;2.1;1;
 242;9;5.281437;60.466705;-531166;-241564;62;0.4;1;
 282;9;5.79851;58.86672;-528517;-422108;74;4.4;1;
 328;9;13.163898;56.475974;-113430;-725314;53;2.3;1;
 283;9;7.209275;58.482821;-453091;-475310;252;0.1;1;
 286;9;10.206845;59.085012;-274184;-425432;16;0.6;1;
 256;9;24.766354;60.240664;537564;-266040;34;-2.9;1;
 266;9;10.40344;59.199204;-262049;-413560;35;4.9;1;
 347;9;12.59434;55.612231;-152218;-820794;4;2.9;1;
 257;9;25.654025;60.390846;583238;-241796;9;2.4;1;
 272;9;18.226873;59.223813;183905;-415573;52;-1.2;1;
 347;9;12.505803;55.658269;-157618;-815426;7;17.9;1;
 242;9;5.367369;60.313737;-529046;-259107;116;2.6;1;
 347;9;12.602056;55.634852;-151636;-818279;5;2.9;1;
 307;9;11.897994;57.62992;-185367;-593493;7;2.5;1;
 347;9;12.326422;55.85774;-168018;-792644;43;4;1;
 347;9;12.529111;55.839302;-155367;-795217;13;3.4;1;
 167;9;11.888866;64.111493;-151016;127254;174;-6.9;1;
 312;9;18.320612;57.639505;198364;-591772;48;0.7;1;
 242;9;5.32891;60.378551;-530061;-251657;2;2;1;
 254;9;22.129131;60.476447;390208;-259043;11;-4;1;
 270;9;15.735628;60.01493;40933;-331837;143;-3.3;1;
 347;9;12.465428;55.685641;-160047;-812261;14;3.5;1;
 223;9;6.484297;60.856058;-460115;-207940;499;0.4;1;
 203;9;6.179257;62.437329;-452444;-31487;15;1.1;1;
 347;9;12.493518;55.799179;-157779;-799621;22;21;1;
 203;9;6.216815;62.615476;-447832;-12126;10;1.1;1;
 227;9;12.261227;61.308643;-146224;-184983;208;-5.7;1;
 346;9;11.517593;55.858286;-218801;-790150;4;3.4;1;
 347;9;12.4877;55.823899;-158036;-796840;51;2.7;1;
 246;9;10.815515;60.681622;-227858;-250445;261;-2.2;1;
 272;9;18.311393;59.46894;187312;-388054;17;-1.2;1;
 271;9;17.469401;59.541472;139402;-382121;11;-1.2;1;
 327;9;12.834435;56.669668;-133047;-703027;15;3.7;1;
 266;9;10.464368;59.85445;-253438;-340999;77;0.1;1;
 256;9;24.329916;60.348383;511981;-257743;80;-4.5;1;
 266;9;10.452406;59.420663;-257519;-389146;62;-0.3;1;
 272;9;18.156042;59.307903;179412;-406415;33;-1.1;1;
 246;9;11.175675;60.140389;-211851;-311802;213;-1.6;1;
 285;9;9.201153;58.745419;-334980;-458394;12;2.5;1;
 186;9;10.427834;63.407473;-227396;53397;75;-5.2;1;
 307;9;12.08584;57.502372;-174795;-608247;10;3.5;1;
 209;9;13.997293;62.478893;-51520;-57544;695;-11.1;1;
 266;9;10.866737;59.948362;-230315;-332079;166;-1.8;1;
 307;9;11.934432;57.587924;-183415;-598282;27;2.9;1;
 347;9;12.510534;55.677648;-157235;-813268;10;3.8;1;
 266;9;11.048808;60.014271;-219732;-325392;198;-1.7;1;
 71;9;18.335845;68.862893;134456;656619;122;-2.3;1;
 271;9;17.93659;59.579867;165563;-376740;13;0.9;1;
 266;9;10.641255;59.433486;-246745;-388462;26;-0.4;1;
 242;9;5.256082;60.47889;-532336;-240014;20;1;1;
 309;9;14.098387;57.440002;-54194;-618794;189;1.9;1;
 365;9;10.401805;55.365764;-292745;-840796;23;3.5;1;
 328;9;12.860732;56.735579;-131187;-695715;58;1.9;1;
 51;9;18.04758;69.601393;118931;738597;7;-0.9;1;
 167;9;12.226203;64.452504;-133016;164398;42;-12.7;1;
 347;9;12.45923;55.862774;-159654;-792419;27;3.9;1;
 284;9;8.644548;58.395614;-370882;-494174;30;3.6;1;
 272;9;18.298722;59.48032;186531;-386825;14;-1.3;1;
 291;9;16.920874;58.848287;110754;-460386;49;-2.3;1;
 266;9;10.932335;59.921366;-226855;-335312;236;-3.2;1;
 266;9;10.715263;59.915951;-238984;-335127;25;0.1;1;
 256;9;24.722466;60.16562;536426;-274665;20;-3;1;
 203;9;6.144432;62.457561;-453910;-29013;17;3;1;
 256;9;24.19962;60.28878;505826;-265340;81;-4.9;1;
 256;9;25.079612;60.408016;551760;-244979;43;-4.2;1;
 367;9;11.944436;55.503559;-193892;-831213;53;2.4;1;
 285;9;9.909811;59.007859;-291821;-432698;43;2.5;1;
 347;9;12.312229;55.639532;-169931;-817030;14;2.9;1;
 330;9;16.431855;57.025064;87094;-664565;6;1.5;1;
 91;9;17.543408;68.501505;104133;614792;2;-7.4;1;
 204;9;7.117778;62.73722;-400483;-4644;48;-1.7;1;
 266;9;11.068136;60.026359;-218576;-324114;213;-2.1;1;
 290;9;16.208948;58.567579;70300;-492677;24;-1.9;1;
 346;9;10.748785;56.232511;-264274;-745437;15;2.2;1;
 254;9;22.235056;60.314252;398008;-276335;23;-2;1;
 245;9;9.420429;60.243963;-307879;-293208;845;-4.1;1;
 271;9;18.064414;59.337012;174053;-403427;34;0.2;1;
 271;9;18.072631;59.493203;173688;-386024;27;-1.8;1;
 347;9;12.581076;56.189112;-150628;-756200;6;2.2;1;
 271;9;18.000081;59.371098;170225;-399806;70;0.6;1;
 262;9;5.559844;59.432036;-532913;-357802;53;5.1;1;
 266;9;10.819905;59.898813;-233279;-337416;137;-0.8;1;
 184;9;7.271654;62.765036;-392332;-2523;126;-1.1;1;
 282;9;5.763212;58.866537;-530533;-421837;27;3.9;1;
 262;9;5.609752;59.000806;-537108;-405754;22;4.9;1;
 347;9;12.427168;55.762227;-162119;-803592;31;4.3;1;
 332;9;18.473558;57.274588;209692;-631987;25;1.1;1;
 257;9;25.882865;60.246631;598351;-255522;4;-4.2;1;
 325;9;9.940505;57.023828;-307468;-653571;32;4.4;1;
 204;9;6.675983;62.673023;-423729;-8895;24;-1.5;1;
 307;9;11.941588;57.54803;-183199;-602752;15;3.1;1;
 184;9;7.708175;63.118754;-365819;33968;40;2.1;1;
 272;9;18.702407;59.337977;210247;-401414;10;-0.3;1;
 365;9;9.408538;55.028894;-359117;-873426;5;4.8;1;
 271;9;18.096588;59.333753;175897;-403702;28;0.5;1;
 187;9;11.242495;63.673791;-185201;80336;127;-7.5;1;
 187;9;10.804387;63.406607;-208702;52024;51;-6.7;1;
 266;9;10.424291;59.275566;-260258;-405158;9;0.3;1;
 266;9;11.126727;60.069752;-215032;-319489;163;-1;1;
 266;9;10.783644;59.948075;-234941;-331810;136;-0.8;1;
 308;9;13.952497;58.189247;-61600;-535036;147;-0.3;1;
 325;9;9.906582;57.016509;-309590;-654223;16;4.5;1;
 305;9;9.659965;57.303968;-321882;-620997;29;5.9;1;
 283;9;6.360801;58.709527;-498768;-443955;476;1;1;
 282;9;6.009568;58.423565;-523360;-472754;24;5.2;1;
 266;9;10.844677;59.942768;-231583;-332621;144;-0.7;1;
 271;9;18.093813;59.401917;175374;-396125;18;-1.3;1;
 347;9;12.501247;55.76435;-157444;-803539;31;21.3;1;
 186;9;10.447486;63.454254;-226053;58516;38;-1.8;1;
 307;9;12.277975;57.764711;-162038;-579486;79;3.8;1;
 246;9;10.194585;60.182792;-265756;-303448;159;1.9;1;
 288;9;13.516859;58.539417;-86314;-495483;78;-0.7;1;
 345;9;9.939338;56.137068;-315337;-752445;50;4.1;1;
 151;9;18.737065;65.190799;174394;248735;319;-12.5;1;
 195;9;23.697153;63.546186;429518;89824;63;17.5;1;
 192;9;18.715265;63.318997;185399;40828;49;-8.6;1;
 225;9;9.375639;61.521598;-297926;-151372;993;-7.5;1;
 365;9;9.498344;55.113078;-352557;-864514;123;3.8;1;
 246;9;10.824536;60.137854;-231294;-310874;197;-2.7;1;
 266;9;10.796927;59.877907;-234712;-339655;165;-2;1;
 345;9;9.839943;55.853861;-324059;-783562;7;3.8;1;
 271;9;18.027371;59.30727;172107;-406837;142;0.3;1;
 243;9;6.07566;60.365076;-489614;-259062;64;1.9;1;
 186;9;10.471988;63.29986;-226046;41305;150;-6.8;1;
 346;9;10.526084;56.171488;-278571;-751312;2;2.6;1;
 187;9;11.335342;63.770317;-180018;90789;8;-7;1;
 271;9;17.960399;59.257597;168557;-412543;70;-2.2;1;
 129;9;15.067501;65.976433;3060;331119;555;-18.2;1;
 266;9;10.762707;59.925644;-236270;-334226;27;-0.7;1;
 266;9;11.073703;59.932759;-218903;-334536;144;0.1;1;
 246;9;10.098879;60.832615;-265531;-230935;241;-1.8;1;
 265;9;8.942552;59.849422;-338305;-334555;230;1;1;
 367;9;12.168757;55.099902;-181659;-877083;8;2;1;
 288;9;12.869729;59.086685;-121943;-433449;63;-2.3;1;
 347;9;12.690126;56.049412;-144402;-772079;11;4.4;1;
 266;9;10.736722;59.925391;-237719;-334158;48;0.2;1;
 266;9;10.797864;59.774291;-235413;-351173;133;-1;1;
 246;9;10.615642;60.725186;-238395;-244883;320;-2.2;1;
 272;9;18.257903;59.49382;184149;-385440;16;-2.7;1;
 266;9;10.667915;59.953128;-241342;-330820;159;-1.1;1;
 204;9;6.678539;62.507112;-425981;-27206;79;-1.1;1;
 347;9;12.514224;55.875556;-156145;-791123;43;3.1;1;
 312;9;18.369915;57.697268;200969;-585179;34;0;1;
 291;9;17.43081;59.172413;138778;-423292;53;-2;1;
 266;9;10.487952;59.898652;-251777;-336182;74;0;1;
